id,uuid,pid,language,title,fname,mname,lname,suffix,DOB,age,sex,street,city,state,postal_code,county,drivers_license,ss,phone_cell,occupation,status,pharmacy_id,race,ethnicity,email,pricelevel,deceased_date,deceased_reason,pubpid,date,regdate,religion,country_code,phone_home,phone_biz,phone_contact,contact_relationship,gender_identity,sexual_orientation,referrer,referrerID,email_direct,ethnoracial,interpretter,migrantseasonal,family_size,financial,monthly_income,homeless,genericname1,genericval1,genericname2,genericval2,squad,referral_source,primary_insurance,usertext2,usertext3,usertext4,usertext5,usertext6,usertext7,usertext8,userlist1,userlist2,userlist3,userlist4,userlist5,userlist6,userlist7,advance_directive_user_authenticator,vfc,mothersname,allow_imm_reg_use,allow_imm_info_share,allow_health_info_ex,allow_patient_portal,preferred_name,sex_identified,pronoun,providerID,ref_providerID,billing_note,financial_review,hipaa_mail,hipaa_voice,hipaa_notice,hipaa_message,hipaa_allowsms,hipaa_allowemail,fitness,contrastart,completed_ad,ad_reviewed,guardiansname,soap_import_status,cmsportal_login,care_team_provider,care_team_facility,care_team_status,industry,imm_reg_status,imm_reg_stat_effdate,publicity_code,publ_code_eff_date,protect_indicator,prot_indi_effdate,guardianrelationship,guardiansex,guardianaddress,guardiancity,guardianstate,guardianpostalcode,guardiancountry,guardianphone,guardianworkphone,guardianemail,birth_fname,birth_lname,birth_mname,dupscore,name_history,street_line_2,patient_groups,prevent_portal_apps,provider_since_date,created_by,updated_by,cost
165,NULL,165,English,Prof.,Charlie,J,Salting,PhD,1/13/1964,62,Male,90708 Fern Glen Sq,San antonio,TX,78288,Bexar County,,175-88-9048,769-958-2305,Professor,Married,0,Asian,Not Hispanic or Latino,,standard,NULL,,CS-31M-A4C98,0000-00-00 00:00:00,0000-00-00 00:00:00,Christianity,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,221
166,NULL,166,English,Mrs.,Traci,R,Webster,PMP,1/22/1953,73,Female,10503 George Oliver St,San antonio,TX,78284,Bexar County,,850-32-6813,551-538-6416,Typesetting machine tender,Single,0,White,Not Hispanic or Latino,,discount,NULL,,TW-100F-CC116,0000-00-00 00:00:00,0000-00-00 00:00:00,Christianity,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,65
167,NULL,167,English,Ms.,Lucinda,J,Long,"PMP, CPC, MBA, MSPM, SCPM",11/15/1926,100,Female,46689 Jackson Drive,Mc queeney,TX,78123,Guadalupe County,,871-94-9966,497-181-7781,Molding  coremaking  and casting machine tender,Single,0,Black,Hispanic or Latino,,standard,NULL,,LL-31F-74A3D,0000-00-00 00:00:00,0000-00-00 00:00:00,Christianity,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,175
168,NULL,168,English,Mrs.,Maryam,J,Becnel, ,6/30/2004,22,Female,58527 Stillwater Grove,Kyle,TX,78640,Hays County,,471-14-9106,622-460-8458,Detective,Divorced,0,White,Not Hispanic or Latino,,discount,NULL,,MB-79F-A8988,0000-00-00 00:00:00,0000-00-00 00:00:00,Christianity,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,111
169,NULL,169,English,Mr.,Paul,,Gill, ,11/14/1980,46,Male,8065 Manga Circle,Austin,TX,78760,Travis County,,629-68-6798,640-180-8918,Groundskeeper,Single,0,Asian,Not Hispanic or Latino,,standard,NULL,,PG-88M-CB772,0000-00-00 00:00:00,0000-00-00 00:00:00,None,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,270
170,NULL,170,English,Ms.,Vera,B,Dixon, ,3/1/1993,33,Female,54916 Foster Way,Adkins,TX,78101,Bexar County,,510-75-3613,347-636-1686,Occupational health and safety technician,Divorced,0,Hawaiian or Pacific Islander,Not Hispanic or Latino,,standard,NULL,,VD-72F-3E209,0000-00-00 00:00:00,0000-00-00 00:00:00,Judaism,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,173
171,NULL,171,English,Mr.,Vilho,L,Pennanen,RHIT,12/15/1971,55,Male,64583 Hathaway Road,San marcos,TX,78666,Guadalupe County,,218-39-3574,634-278-1393,Hospital Data Analyst,Married,0,American Indian,Not Hispanic or Latino,,discount,NULL,,VP-54M-88ACE,0000-00-00 00:00:00,0000-00-00 00:00:00,Christianity,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,299
172,NULL,172,English,,Santos,J,Angel, ,9/19/1933,93,Male,3486 Puruatanga Loop,Austin,TX,78724,Travis County,,431-76-0273,323-088-3009,Customer service representative,Single,0,Black,Not Hispanic or Latino,,standard,NULL,,SA-24M-B42A1,0000-00-00 00:00:00,0000-00-00 00:00:00,Christianity,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,132
173,NULL,173,English,Mr.,Rkana,T,Kardis, ,6/26/1994,32,Male,9318 Congreve Avenue,Austin,TX,78736,Hays County,,799-59-5563,675-943-6341,Occupational health and safety technician,Divorced,0,Hawaiian or Pacific Islander,Not Hispanic or Latino,,standard,NULL,,RK-50M-0D55E,0000-00-00 00:00:00,0000-00-00 00:00:00,Islam,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,278
174,NULL,174,English,Mr.,Andelko,B,Galic, ,1/20/1946,80,Male,26143 Manderson Cove,Pflugerville,TX,78660,Travis County,,361-05-3651,740-218-1298,Electrical drafter,Single,0,White,Not Hispanic or Latino,,standard,NULL,,AG-93M-D647D,0000-00-00 00:00:00,0000-00-00 00:00:00,None,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,149
175,NULL,175,English,Mr.,Hildigrim,C,Brockhouse, ,3/28/1968,58,Male,84816 Tolmie Blvd,Austin,TX,78724,Travis County,,664-80-7551,647-514-5969,Aircraft pilot,Divorced,0,White,Not Hispanic or Latino,,discount,NULL,,HB-59M-A273A,0000-00-00 00:00:00,0000-00-00 00:00:00,None,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,153
176,NULL,176,English,Ms.,Mikashifutamoto,,AkiyoshiMatsubara, ,4/27/1938,88,Female,74640 Quiet Valley Lane,Taylor,TX,76574,Travis County,,503-34-1499,241-732-6599,Counter and rental clerk,Married,0,Black,Not Hispanic or Latino,,discount,NULL,,MA-81F-BD9FD,0000-00-00 00:00:00,0000-00-00 00:00:00,Christianity,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,289
177,NULL,177,English,Mr.,Dean,,Maxwell, ,1/21/1975,51,Male,13286 Stable Alley,New braunfels,TX,78132,Guadalupe County,,661-37-4495,455-251-3082,Administrative supervisor,Married,0,White,Not Hispanic or Latino,,standard,NULL,,DM-69M-503BF,0000-00-00 00:00:00,0000-00-00 00:00:00,None,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,145
178,NULL,178,English,Mr.,Patrik,R,Somogyi, ,12/24/1971,55,Male,81868 Ridgeway Dr,Austin,TX,78712,Travis County,,613-56-8122,612-848-0124,Log debarker,Married,0,White,Not Hispanic or Latino,,discount,NULL,,PS-32M-401FD,0000-00-00 00:00:00,0000-00-00 00:00:00,Judaism,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,99
179,NULL,179,English,Dr.,Marie,M,Corley,M.D.,12/10/1937,89,Female,72275 Ledger Square,Austin,TX,78759,Travis County,,545-62-0168,406-137-5409,Optometrist,Single,0,Black,Not Hispanic or Latino,,standard,NULL,,MC-49F-75155,0000-00-00 00:00:00,0000-00-00 00:00:00,None,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,30
180,NULL,180,English,Ms.,Leanna,O,Gamez, ,6/10/1990,36,Female,20600 Mountbatten Way,Cibolo,TX,78108,Bexar County,,241-65-6313,950-740-8655,Linemen,Divorced,0,American Indian,Hispanic or Latino,,discount,NULL,,LG-26F-65C1F,0000-00-00 00:00:00,0000-00-00 00:00:00,None,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,93
181,NULL,181,English,Mr.,Paien,,Senneville, ,12/9/1963,63,Male,53104 Doyle Sq,Austin,TX,78759,Travis County,,466-43-1979,420-616-7761,Lobbyist,Single,0,Black,Not Hispanic or Latino,,standard,NULL,,PS-79M-9A98F,0000-00-00 00:00:00,0000-00-00 00:00:00,None,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,78
182,NULL,182,English,Mr.,Chieloka,T,Nnachetam, ,9/16/1942,84,Male,90754 Lanark Lane,Wimberley,TX,78676,Hays County,,268-23-6996,821-089-0655,Office aide,Married,0,White,Not Hispanic or Latino,,standard,NULL,,CN-77M-E9EF2,0000-00-00 00:00:00,0000-00-00 00:00:00,Buddhism,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,78
183,NULL,183,English,Ms.,Annabelle,J,Bromham, ,12/11/1956,70,Female,42536 Selby Pkwy,San marcos,TX,78667,Hays County,,273-40-7193,383-763-2206,Dental laboratory technician,Divorced,0,American Indian,Not Hispanic or Latino,,discount,NULL,,AB-93F-06058,0000-00-00 00:00:00,0000-00-00 00:00:00,Islam,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,128
184,NULL,184,English,Mr.,Marcello,N,Russo, ,3/13/1936,90,Male,71288 Kenwood Rd,Austin,TX,78752,Travis County,,103-13-4539,856-558-0874,Production assistant,Married,0,White,Hispanic or Latino,,discount,NULL,,MR-29M-C9356,0000-00-00 00:00:00,0000-00-00 00:00:00,Judaism,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,105
185,NULL,185,English,Mr.,Patrick,K,Lerch, ,3/22/1952,74,Male,79702 Birdie Court,Austin,TX,78752,Travis County,,201-65-8977,254-886-5247,County court judge,Married,0,White,Not Hispanic or Latino,,standard,NULL,,PL-94M-A3128,0000-00-00 00:00:00,0000-00-00 00:00:00,Judaism,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,111
186,NULL,186,English,,Mewael,M,Amanuel, ,3/31/1988,38,Male,67192 Paterson Way,San antonio,TX,78248,Bexar County,,235-35-8114,497-847-5506,Asbestos abatement worker,Divorced,0,Asian,Not Hispanic or Latino,,standard,NULL,,MA-25M-8471D,0000-00-00 00:00:00,0000-00-00 00:00:00,Buddhism,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,209
187,NULL,187,English,Prof.,Hildigrim,B,Goldworthy,PhD,8/2/1970,56,Male,36883 Matipo Dr,Round rock,TX,78664,Travis County,,133-05-4667,720-749-4528,Professor,Single,0,American Indian,Hispanic or Latino,,discount,NULL,,HG-61M-D5D73,0000-00-00 00:00:00,0000-00-00 00:00:00,Judaism,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,141
188,NULL,188,English,Ms.,Mariana,,Goncalves, ,5/7/1977,49,Female,21724 Hinemoa Point Ct,Round rock,TX,78664,Travis County,,872-17-7040,971-620-2863,Travel consultant,Divorced,0,Black,Hispanic or Latino,,discount,NULL,,MG-93F-E4FE7,0000-00-00 00:00:00,0000-00-00 00:00:00,Christianity,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,50
189,NULL,189,English,Dr.,Yumeji,Y,Sonoda,M.D.,10/24/1957,69,Female,85678 Redesdale Square,Austin,TX,78709,Travis County,,738-76-4457,481-315-7897,Physiologist,Single,0,American Indian,Hispanic or Latino,,discount,NULL,,YS-46F-AEC7D,0000-00-00 00:00:00,0000-00-00 00:00:00,Christianity,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,70
190,NULL,190,English,Ms.,June,,Franklin, ,1/1/1964,62,Female,76574 Winger Court,Blanco,TX,78606,Hays County,,662-49-1878,674-949-3339,Dispensing optician,Married,0,White,Hispanic or Latino,,standard,NULL,,JF-48F-4BFA3,0000-00-00 00:00:00,0000-00-00 00:00:00,Christianity,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,167
191,NULL,191,English,Mr.,Larry,L,Bennett, ,4/6/1968,58,Male,76901 Alvarez Pkwy,San antonio,TX,78223,Bexar County,,821-42-9454,550-441-4857,Clothing designer,Single,0,White,Hispanic or Latino,,standard,NULL,,LB-37M-F3FD2,0000-00-00 00:00:00,0000-00-00 00:00:00,Buddhism,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,56
192,NULL,192,English,Mr.,Brodie,E,Leist, ,4/27/1954,72,Male,79204 Pritchard Ave,San marcos,TX,78667,Hays County,,559-41-8100,267-441-9505,Grader operator,Single,0,Black,Not Hispanic or Latino,,standard,NULL,,BL-67M-925B6,0000-00-00 00:00:00,0000-00-00 00:00:00,Christianity,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,291
193,NULL,193,English,Hon.,Matilda,S,Menge, ,1/22/1942,84,Female,26511 Summerhays Road,Saint hedwig,TX,78152,Bexar County,,160-41-5389,345-880-1831,Agricultural laborer,Married,0,Asian,Not Hispanic or Latino,,discount,NULL,,MM-29F-899B1,0000-00-00 00:00:00,0000-00-00 00:00:00,Islam,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,172
194,NULL,194,English,Prof.,Sophia,I,McIntosh,PhD,10/16/1933,93,Female,80127 Willowcreek Road,Bastrop,TX,78602,Bastrop County,,741-81-4178,987-904-5715,Professor,Divorced,0,Black,Not Hispanic or Latino,,standard,NULL,,SM-89F-8A0CF,0000-00-00 00:00:00,0000-00-00 00:00:00,Christianity,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,229
195,NULL,195,English,,Sarah,T,Glennon, ,8/12/1968,58,Female,3486 Baltersan Circle,Austin,TX,73301,Travis County,,651-92-6753,527-089-0326,Packager,Married,0,White,Not Hispanic or Latino,,standard,NULL,,SG-22F-13E45,0000-00-00 00:00:00,0000-00-00 00:00:00,None,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,58
196,NULL,196,English,Mrs.,Srebrenka,K,Duvnjak, ,3/17/1942,84,Female,68502 Trinity Sq,San marcos,TX,78667,Hays County,,842-51-4036,906-803-0133,Extruding  forming  pressing  and compacting machine setter,Divorced,0,Asian,Not Hispanic or Latino,,standard,NULL,,SD-66F-53AD5,0000-00-00 00:00:00,0000-00-00 00:00:00,Islam,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,116
197,NULL,197,English,Ms.,Kristin,W,Sheets, ,7/6/2005,21,Female,38237 Millicent Pkwy,Austin,TX,78732,Travis County,,602-68-1567,674-002-3318,Epidemiologist,Single,0,Asian,Not Hispanic or Latino,,standard,NULL,,KS-38F-0092F,0000-00-00 00:00:00,0000-00-00 00:00:00,None,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,107
